(
	SELECT
		title,
		category.name AS category_name,
		SUM(payment.amount) AS total_earnings,
		SUM(payment.amount) / COUNT(DISTINCT rental.rental_id) AS avg_payment
	FROM
		film
		JOIN film_category ON film.film_id = film_category.film_id
		JOIN category ON film_category.category_id = category.category_id
		JOIN inventory ON film.film_id = inventory.film_id
		JOIN rental ON inventory.inventory_id = rental.inventory_id
		JOIN payment ON rental.rental_id = payment.rental_id
	GROUP BY
		film.film_id,
		category.category_id
)
UNION ALL 
(
	SELECT
		'Category Pricings' AS title,
		category.name AS category_name,
		SUM(payment.amount) AS total_earnings,
		SUM(payment.amount) / COUNT(DISTINCT rental.rental_id) AS avg_payment
	FROM
		category
		JOIN film_category ON category.category_id = film_category.category_id
		JOIN film ON film_category.film_id = film.film_id
		JOIN inventory ON film.film_id = inventory.film_id
		JOIN rental ON inventory.inventory_id = rental.inventory_id
		JOIN payment ON rental.rental_id = payment.rental_id
	GROUP BY
		category.category_id
)
ORDER BY
	total_earnings DESC,
	category_name ASC,
	title ASC
            title            | category_name | total_earnings |      avg_payment       
 JUMPING WRATH               | Children      |          79.76 |     3.3233333333333333
 WEREWOLF LOLA               | Action        |          78.86 |     5.6328571428571429
 INTENTIONS EMPIRE           | Animation     |          78.83 |     4.6370588235294118
 BERETS AGENT                | Action        |          78.78 |     3.7514285714285714
 LONELY ELEPHANT             | Comedy        |          77.85 |     5.1900000000000000
 BOILED DARES                | Travel        |          77.85 |     5.1900000000000000
 JACKET FRISCO               | Drama         |          77.82 |     4.3233333333333333
 QUEST MUSSOLINI             | Action        |          77.80 |     3.8900000000000000
 HARPER DYING                | Animation     |          77.80 |     3.8900000000000000
 CROSSROADS CASUALTIES       | Animation     |          77.79 |     3.7042857142857143
 MALLRATS UNITED             | Comedy        |          77.75 |     3.1100000000000000
 BEAST HUNCHBACK             | Classics      |          76.89 |     6.9900000000000000
 TUXEDO MILE                 | Sports        |          76.87 |     5.9130769230769231
 GRINCH MASSAGE              | Games         |          76.86 |     5.4900000000000000
 BLINDNESS GUN               | Sci-Fi        |          76.86 |     5.4900000000000000
 IMAGE PRINCESS              | Sports        |          76.86 |     5.4900000000000000
 MADISON TRAP                | Documentary   |          76.85 |     5.1233333333333333
 BADMAN DAWN                 | Sci-Fi        |          76.79 |     3.6566666666666667
 FROST HEAD                  | Classics      |          76.70 |     2.5566666666666667
 STRANGER STRANGERS          | Children      |          75.89 |     6.8990909090909091
 LIBERTY MAGNIFICENT         | Sports        |          75.88 |     6.3233333333333333
 DADDY PITTSBURGH            | Comedy        |          75.87 |     5.8361538461538462
 SEARCHERS WAIT              | Comedy        |          75.86 |     5.4185714285714286
 CONFESSIONS MAGUIRE         | Drama         |          75.86 |     5.4185714285714286
 HOLES BRANNIGAN             | Sports        |          75.86 |     5.0573333333333333
 HOPE TOOTSIE                | Classics      |          75.82 |     4.2122222222222222
 BIRCH ANTITRUST             | Music         |          74.89 |     6.8081818181818182
 BRANNIGAN SUNRISE           | New           |          74.88 |     6.2400000000000000
 IMPOSSIBLE PREJUDICE        | Foreign       |          74.86 |     5.3471428571428571
 LUST LOCK                   | Action        |          74.82 |     4.9880000000000000
 WEEKEND PERSONAL            | Sci-Fi        |          74.82 |     4.1566666666666667
 HOMICIDE PEACH              | Family        |          74.78 |     3.3990909090909091
 HOUSE DYNAMITE              | Family        |          74.77 |     3.2508695652173913
 DOUBLE WRATH                | Animation     |          74.75 |     2.9900000000000000
 THIN SAGEBRUSH              | Documentary   |          73.89 |     6.7172727272727273
 CHISUM BEHAVIOR             | Family        |          73.87 |     5.6823076923076923
 OUTLAW HANKY                | Travel        |          73.86 |     5.2757142857142857
 WORST BANGER                | Action        |          73.84 |     4.6150000000000000
 ZOOLANDER FICTION           | Children      |          73.83 |     4.3429411764705882
 REMEMBER DIARY              | Family        |          73.82 |     4.1011111111111111
 FANTASIA PARK               | Games         |          73.81 |     3.8847368421052632
 INSIDER ARIZONA             | Music         |          73.80 |     3.6900000000000000
 DOOM DANCING                | Comedy        |          73.79 |     3.5138095238095238
 SINNERS ATLANTIS            | Horror        |          73.78 |     3.3536363636363636
 MADNESS ATTACKS             | Foreign       |          73.75 |     2.9500000000000000
 CASUALTIES ENCINO           | Action        |          72.91 |     8.1011111111111111
 PAST SUICIDES               | Foreign       |          72.87 |     5.6053846153846154
 WYOMING STORM               | New           |          72.87 |     5.6053846153846154
 GAMES BOWFINGER             | Travel        |          72.86 |     5.2042857142857143
 POTTER CONNECTICUT          | Animation     |          72.83 |     4.2841176470588235
 EGYPT TENENBAUMS            | Horror        |          72.83 |     4.2841176470588235
 INSTINCT AIRPORT            | Sports        |          72.82 |     4.0455555555555556
 NEIGHBORS CHARADE           | Sports        |          72.81 |     3.8321052631578947
 LEBOWSKI SOLDIERS           | Drama         |          72.79 |     3.4661904761904762
 SNOWMAN ROLLERCOASTER       | Animation     |          72.77 |     3.1639130434782609
 HILLS NEIGHBORS             | Action        |          72.75 |     2.9100000000000000
 CARIBBEAN LIBERTY           | Sports        |          71.91 |     7.9900000000000000
 ALABAMA DEVIL               | Horror        |          71.88 |     5.9900000000000000
 BRINGING HYSTERICAL         | Comedy        |          71.80 |     3.5900000000000000
 CHARIOTS CONSPIRACY         | Sci-Fi        |          71.79 |     3.4185714285714286
 SWARM GOLD                  | Horror        |          71.73 |     2.6566666666666667
 TEMPLE ATTRACTION           | Horror        |          70.88 |     5.9066666666666667
 JINGLE SAGEBRUSH            | Classics      |          70.87 |     5.4515384615384615
 SATURN NAME                 | Comedy        |          70.87 |     5.4515384615384615
 USUAL UNTOUCHABLES          | Foreign       |          70.87 |     5.4515384615384615
 TURN STAR                   | Animation     |          70.86 |     5.0614285714285714
 DINOSAUR SECRETARY          | Family        |          70.80 |     3.5400000000000000
 AMISTAD MIDSUMMER           | New           |          70.79 |     3.3709523809523810
 RUGRATS SHAKESPEARE         | Action        |          70.70 |     2.3566666666666667
 FAMILY SWEET                | Horror        |          70.70 |     2.4379310344827586
 DAUGHTER MADIGAN            | Children      |          69.91 |     7.7677777777777778
 MOTHER OLEANDER             | Sports        |          69.86 |     4.9900000000000000
 ARTIST COLDBLOODED          | Sports        |          69.84 |     4.3650000000000000
 DRIVER ANNIE                | Sports        |          69.82 |     3.8788888888888889
 POLLOCK DELIVERANCE         | Foreign       |          69.81 |     3.8783333333333333
 FLIGHT LIES                 | Sports        |          68.88 |     5.7400000000000000
 GUNFIGHTER MUSSOLINI        | Sports        |          68.88 |     5.7400000000000000
 NOON PAPI                   | Children      |          68.83 |     4.0488235294117647
 HONEY TIES                  | Sports        |          68.81 |     3.6215789473684211
 CHICKEN HELLFIGHTERS        | Documentary   |          68.78 |     3.1263636363636364
 DETECTIVE VISION            | Classics      |          68.73 |     2.5455555555555556
 AMELIE HELLFIGHTERS         | Music         |          67.90 |     6.7900000000000000
 BILL OTHERS                 | Documentary   |          67.81 |     3.5689473684210526
 EXCITEMENT EVE              | Action        |          67.79 |     3.2280952380952381
 DIVIDE MONSTER              | Sci-Fi        |          67.79 |     3.2280952380952381
 ORANGE GRAPES               | Foreign       |          67.76 |     2.8233333333333333
 KING EVOLUTION              | Family        |          66.91 |     7.4344444444444444
 TWISTED PIRATES             | Children      |          66.89 |     6.0809090909090909
 DANGEROUS UPTOWN            | Foreign       |          66.88 |     5.5733333333333333
 OPPOSITE NECKLACE           | Family        |          66.87 |     5.1438461538461538
 BAREFOOT MANCHURIAN         | Action        |          66.82 |     3.7122222222222222
 WONKA SEA                   | Animation     |          66.82 |     3.7122222222222222
 NORTH TEQUILA               | Documentary   |          65.89 |     5.9900000000000000
 OPUS ICE                    | Foreign       |          65.89 |     5.9900000000000000
 MEET CHOCOLATE              | Foreign       |          65.88 |     5.4900000000000000
 WAR NOTTING                 | Foreign       |          65.88 |     5.4900000000000000
 CHAMBER ITALIAN             | Music         |          65.88 |     5.0676923076923077
 LOVELY JINGLE               | Classics      |          65.86 |     4.7042857142857143
 CLONES PINOCCHIO            | Music         |          65.81 |     3.4636842105263158
 FIDDLER LOST                | Sci-Fi        |          64.90 |     6.4900000000000000
 LOST BIRD                   | Foreign       |          64.88 |     5.4066666666666667
 NASH CHOCOLAT               | Animation     |          64.85 |     4.3233333333333333
 MANCHURIAN CURTAIN          | Family        |          64.85 |     4.3233333333333333
 DIVINE RESURRECTION         | Games         |          64.85 |     4.3233333333333333
 BEACH HEARTBREAKERS         | Documentary   |          64.83 |     3.8135294117647059
 POND SEATTLE                | Animation     |          64.81 |     3.4110526315789474
 GILMORE BOILED              | Classics      |          64.72 |     2.3114285714285714
 OCTOBER SUBMARINE           | Classics      |          63.89 |     5.8081818181818182
 BIRD INDEPENDENCE           | Travel        |          63.89 |     5.8081818181818182
 JAWS HARRY                  | Comedy        |          63.86 |     4.5614285714285714
 MASK PEACH                  | New           |          63.83 |     3.7547058823529412
 BOULEVARD MOB               | New           |          63.82 |     3.5455555555555556
 FURY MURDER                 | Children      |          63.81 |     3.3584210526315789
 LOATHING LEGALLY            | Classics      |          63.73 |     2.3603703703703704
 HANDICAP BOONDOCK           | Action        |          63.72 |     2.2757142857142857
 LOVER TRUMAN                | Classics      |          62.90 |     6.2900000000000000
 GASLIGHT CRUSADE            | Horror        |          62.84 |     3.9275000000000000
 REAP UNFAITHFUL             | Horror        |          62.84 |     3.9275000000000000
 ALONE TRIP                  | Music         |          62.82 |     3.4900000000000000
 JADE BUNCH                  | Sports        |          62.82 |     3.4900000000000000
 CIDER DESIRE                | Documentary   |          62.81 |     3.3057894736842105
 EARRING INSTINCT            | Family        |          62.81 |     3.3057894736842105
 WRONG BEHAVIOR              | Children      |          62.80 |     3.1400000000000000
 PACIFIC AMISTAD             | Documentary   |          62.76 |     2.6150000000000000
 DYNAMITE TARZAN             | Classics      |          62.75 |     2.5100000000000000
 MOD SECRETARY               | Documentary   |          61.89 |     5.6263636363636364
 STATE WASTELAND             | Games         |          61.88 |     4.7600000000000000
 KICK SAVANNAH               | Travel        |          61.80 |     3.0900000000000000
 PARK CITIZEN                | Action        |          60.92 |     7.6150000000000000
 SPARTACUS CHEAPER           | Family        |          60.91 |     6.7677777777777778
 CIRCUS YOUTH                | Children      |          60.85 |     4.0566666666666667
 UPRISING UPTOWN             | Action        |          60.84 |     3.8025000000000000
 ANACONDA CONFESSIONS        | Animation     |          60.79 |     2.8947619047619048
 FIREBALL PHILADELPHIA       | Comedy        |          60.79 |     2.8947619047619048
 PACKER MADIGAN              | Animation     |          60.78 |     2.7627272727272727
 TIGHTS DAWN                 | Sports        |          60.74 |     2.3361538461538462
 MADIGAN DORADO              | Travel        |          59.90 |     5.9900000000000000
 MASSAGE IMAGE               | Animation     |          59.88 |     4.9900000000000000
 BORN SPINAL                 | Travel        |          59.88 |     4.9900000000000000
 WINDOW SIDE                 | Travel        |          59.88 |     4.9900000000000000
 IDENTITY LOVER              | Sci-Fi        |          59.87 |     4.6053846153846154
 NEMO CAMPUS                 | Sci-Fi        |          59.86 |     4.2757142857142857
 OUTFIELD MASSACRE           | Music         |          59.80 |     2.9900000000000000
 FIGHT JAWBREAKER            | Animation     |          59.78 |     2.7172727272727273
 ANNIE IDENTITY              | Sci-Fi        |          59.78 |     2.7172727272727273
 MOCKINGBIRD HOLLYWOOD       | Action        |          59.76 |     2.4900000000000000
 SMILE EARRING               | Travel        |          58.90 |     5.8900000000000000
 TRAINSPOTTING STRANGERS     | Comedy        |          58.89 |     5.3536363636363636
 VALLEY PACKER               | Comedy        |          58.85 |     3.9233333333333333
 WILLOW TRACY                | Family        |          58.84 |     3.6775000000000000
 MUMMY CREATURES             | Sports        |          58.84 |     3.6775000000000000
 HEAVEN FREEDOM              | Comedy        |          58.82 |     3.2677777777777778
 FICTION CHRISTMAS           | Foreign       |          58.81 |     3.0952631578947368
 DALMATIONS SWEDEN           | Drama         |          58.80 |     2.9400000000000000
 KARATE MOON                 | Horror        |          58.77 |     2.5552173913043478
 GUYS FALCON                 | Sci-Fi        |          57.91 |     6.4344444444444444
 DOUBTFIRE LABYRINTH         | Foreign       |          57.90 |     5.7900000000000000
 LAMBS CINCINATTI            | Games         |          57.90 |     5.7900000000000000
 SIERRA DIVIDE               | Sports        |          57.85 |     3.8566666666666667
 PILOT HOOSIERS              | Family        |          57.84 |     3.6150000000000000
 PERFECT GROOVE              | Comedy        |          57.83 |     3.4017647058823529
 RACER EGG                   | Drama         |          57.82 |     3.2122222222222222
 ENOUGH RAGING               | Travel        |          57.82 |     3.2122222222222222
 GABLES METROPOLIS           | Family        |          57.81 |     3.0426315789473684
 RIVER OUTLAW                | Sports        |          57.81 |     2.8905000000000000
 STRAIGHT HOURS              | Sports        |          57.80 |     2.8900000000000000
 ELEMENT FREDDY              | Comedy        |          56.90 |     5.6900000000000000
 BOWFINGER GABLES            | Horror        |          56.89 |     5.1718181818181818
 FUGITIVE MAGUIRE            | Travel        |          56.89 |     5.1718181818181818
 CREATURES SHAKESPEARE       | Games         |          56.84 |     3.5525000000000000
 GRAPES FURY                 | Foreign       |          56.77 |     2.5804545454545455
 WONDERFUL DROP              | Foreign       |          55.91 |     6.2122222222222222
 IRON MOON                   | Classics      |          55.89 |     5.0809090909090909
 BUGSY SONG                  | Foreign       |          55.89 |     5.0809090909090909
 PURPLE MOVIE                | Foreign       |          55.87 |     4.2976923076923077
 ANALYZE HOOSIERS            | Horror        |          55.86 |     3.9900000000000000
 SHANE DARKNESS              | Travel        |          55.86 |     3.9900000000000000
 DIRTY ACE                   | Games         |          55.85 |     3.7233333333333333
 PATRIOT ROMAN               | Action        |          55.84 |     3.4900000000000000
 UNITED PILOT                | Documentary   |          55.83 |     3.2841176470588235
 GREEK EVERYONE              | Foreign       |          55.83 |     3.2841176470588235
 GUNFIGHT MOON               | Comedy        |          55.76 |     2.3233333333333333
 SLUMS DUCK                  | Family        |          55.76 |     2.3233333333333333
 DANCING FEVER               | Documentary   |          55.73 |     2.0640740740740741
 MAGNIFICENT CHITTY          | Classics      |          54.92 |     6.8650000000000000
 MONSOON CAUSE               | Games         |          54.91 |     6.1011111111111111
 ALI FOREVER                 | Horror        |          54.91 |     6.1011111111111111
 GO PURPLE                   | Music         |          54.80 |     2.7400000000000000
 NUTS TIES                   | New           |          53.91 |     5.9900000000000000
 FRISCO FORREST              | Sci-Fi        |          53.91 |     5.9900000000000000
 HUNTING MUSKETEERS          | Family        |          53.85 |     3.5900000000000000
 SCISSORHANDS SLUMS          | Foreign       |          53.85 |     3.5900000000000000
 ROUGE SQUAD                 | Games         |          53.82 |     2.9900000000000000
 REUNION WITCHES             | Drama         |          53.80 |     2.6900000000000000
 SLEUTH ORIENT               | Games         |          53.79 |     2.5614285714285714
 EFFECT GLADIATOR            | Family        |          53.75 |     2.1500000000000000
 SUN CONFESSIONS             | Sci-Fi        |          53.75 |     2.1500000000000000
 ACE GOLDFINGER              | Horror        |          52.93 |     7.5614285714285714
 CASPER DRAGONFLY            | Children      |          52.92 |     6.6150000000000000
 VANILLA DAY                 | Games         |          52.91 |     5.8788888888888889
 REDS POCUS                  | Music         |          52.91 |     5.8788888888888889
 GRAIL FRANKENSTEIN          | Action        |          52.90 |     5.2900000000000000
 RIGHT CRANES                | Classics      |          52.90 |     5.2900000000000000
 SENSIBILITY REAR            | Family        |          52.90 |     5.2900000000000000
 EXORCIST STING              | Sports        |          52.87 |     4.0669230769230769
 SHRUNK DIVINE               | Action        |          52.86 |     3.7757142857142857
 ALLEY EVOLUTION             | Foreign       |          52.86 |     3.7757142857142857
 MADRE GABLES                | Games         |          52.86 |     3.7757142857142857
 GRADUATE LORD               | Children      |          52.84 |     3.3025000000000000
 FREAKY POCUS                | Music         |          52.83 |     3.1076470588235294
 NOVOCAINE FLIGHT            | Sports        |          52.81 |     2.7794736842105263
 CHOCOLAT HARRY              | Family        |          52.80 |     2.6400000000000000
 HAUNTING PIANIST            | Games         |          52.78 |     2.3990909090909091
 ISHTAR ROCKETEER            | Animation     |          51.93 |     7.4185714285714286
 PANIC CLUB                  | Horror        |          51.93 |     7.4185714285714286
 ELIZABETH SHANE             | Sports        |          51.90 |     5.1900000000000000
 AFRICAN EGG                 | Family        |          51.88 |     4.3233333333333333
 BREAKING HOME               | New           |          51.87 |     3.9900000000000000
 MONSTER SPARTACUS           | Music         |          51.85 |     3.4566666666666667
 CADDYSHACK JEDI             | Action        |          51.84 |     3.2400000000000000
 MOULIN WAKE                 | Travel        |          51.84 |     3.2400000000000000
 PIRATES ROXANNE             | Sports        |          51.78 |     2.4657142857142857
 VIRGINIAN PLUTO             | Documentary   |          51.71 |     1.7831034482758621
 CLERKS ANGELS               | Documentary   |          50.93 |     7.2757142857142857
 WORKER TARZAN               | Travel        |          50.85 |     3.3900000000000000
 INDIAN LOVE                 | Family        |          50.84 |     3.1775000000000000
 LOCK REAR                   | Travel        |          50.84 |     3.1775000000000000
 KWAI HOMEWARD               | Drama         |          50.77 |     2.2073913043478261
 BOUND CHEAPER               | Classics      |          50.76 |     2.1150000000000000
 INTOLERABLE INTENTIONS      | Documentary   |          49.91 |     5.5455555555555556
 DARLING BREAKING            | Games         |          49.91 |     5.5455555555555556
 SPEED SUIT                  | Travel        |          49.91 |     5.5455555555555556
 HOLLOW JEOPARDY             | Sci-Fi        |          49.90 |     4.9900000000000000
 POTLUCK MIXED               | Animation     |          49.89 |     4.5354545454545455
 EXPRESS LONELY              | Sci-Fi        |          49.87 |     3.8361538461538462
 TOWN ARK                    | Foreign       |          49.86 |     3.5614285714285714
 PERSONAL LADYBUGS           | Music         |          49.86 |     3.5614285714285714
 WASTELAND DIVINE            | Classics      |          49.85 |     3.3233333333333333
 MODERN DORADO               | Documentary   |          49.85 |     3.3233333333333333
 HOURS RAGE                  | New           |          49.81 |     2.6215789473684211
 GOSFORD DONNIE              | Action        |          48.92 |     6.1150000000000000
 DROP WATERFRONT             | Sports        |          48.91 |     5.4344444444444444
 LOLITA WORLD                | Family        |          48.90 |     4.8900000000000000
 RIDER CADDYSHACK            | Sports        |          48.89 |     4.4445454545454545
 DARKNESS WAR                | Drama         |          48.87 |     3.7592307692307692
 CYCLONE FAMILY              | Foreign       |          48.86 |     3.2573333333333333
 HAMLET WISDOM               | Sci-Fi        |          48.86 |     3.4900000000000000
 VARSITY TRIP                | New           |          48.84 |     3.0525000000000000
 ROCK INSTINCT               | Horror        |          48.83 |     2.8723529411764706
 GOLDMINE TYCOON             | Sci-Fi        |          48.73 |     1.8048148148148148
 VOYAGE LEGALLY              | Classics      |          48.72 |     1.7400000000000000
 SENSE GREEK                 | Sports        |          47.93 |     6.8471428571428571
 CRUSADE HONEY               | Sports        |          47.92 |     5.9900000000000000
 KRAMER CHOCOLATE            | Sports        |          47.91 |     5.3233333333333333
 ENTRAPMENT SATISFACTION     | Action        |          47.85 |     3.1900000000000000
 LABYRINTH LEAGUE            | Children      |          47.85 |     3.1900000000000000
 SHIP WONDERLAND             | Documentary   |          47.85 |     3.1900000000000000
 NEWTON LABYRINTH            | Foreign       |          47.83 |     2.8135294117647059
 TRAMP OTHERS                | Comedy        |          47.80 |     2.3900000000000000
 PUNK DIVORCE                | Animation     |          46.92 |     5.8650000000000000
 GROSSE WONDERFUL            | Music         |          46.92 |     5.8650000000000000
 LEGALLY SECRETARY           | Children      |          46.91 |     5.2122222222222222
 HOTEL HAPPINESS             | Foreign       |          46.91 |     5.2122222222222222
 ANYTHING SAVANNAH           | Horror        |          46.91 |     5.2122222222222222
 STAGE WORLD                 | Comedy        |          46.90 |     4.6900000000000000
 MICROCOSMOS PARADISE        | Children      |          46.87 |     3.6053846153846154
 PARIS WEEKEND               | Horror        |          46.86 |     3.3471428571428571
 TROOPERS METAL              | New           |          46.86 |     3.3471428571428571
 SHREK LICENSE               | Foreign       |          46.85 |     3.1233333333333333
 STORM HAPPINESS             | Animation     |          46.71 |     1.6106896551724138
 BABY HALL                   | Foreign       |          45.92 |     5.7400000000000000
 MATRIX SNOWMAN              | Foreign       |          45.91 |     5.1011111111111111
 PLATOON INSTINCT            | New           |          45.91 |     5.1011111111111111
 ROLLERCOASTER BRINGING      | Horror        |          45.90 |     4.5900000000000000
 SPEAKEASY DATE              | Action        |          45.88 |     3.8233333333333333
 DATE SPEED                  | Family        |          45.87 |     3.5284615384615385
 UNCUT SUICIDES              | Music         |          45.86 |     3.2757142857142857
 STOCK GLASS                 | New           |          45.86 |     3.2757142857142857
 MIDNIGHT WESTWARD           | Action        |          45.83 |     2.6958823529411765
 ARMAGEDDON LOST             | Sci-Fi        |          45.79 |     2.1804761904761905
 FANTASY TROOPERS            | Action        |          45.74 |     1.7592307692307692
 MIRACLE VIRTUAL             | Animation     |          44.91 |     4.9900000000000000
 LIFE TWISTED                | Comedy        |          44.90 |     4.4900000000000000
 RUN PACIFIC                 | New           |          44.90 |     4.4900000000000000
 PARTY KNOCK                 | Comedy        |          44.87 |     3.4515384615384615
 CLUB GRAFFITI               | Animation     |          44.80 |     2.3578947368421053
 WOMEN DORADO                | Action        |          44.78 |     1.9469565217391304
 ALASKA PHANTOM              | Music         |          44.74 |     1.7207692307692308
 RECORDS ZORRO               | Sports        |          43.92 |     5.4900000000000000
 FOREVER CANDIDATE           | Children      |          43.87 |     3.3746153846153846
 LUCKY FLYING                | Music         |          43.87 |     3.3746153846153846
 GLASS DYING                 | Action        |          43.86 |     3.1328571428571429
 SHANGHAI TYCOON             | Travel        |          43.86 |     3.1328571428571429
 NECKLACE OUTBREAK           | Drama         |          43.85 |     2.9233333333333333
 MAJESTIC FLOATS             | Documentary   |          43.83 |     2.5782352941176471
 POCUS PULP                  | Documentary   |          43.74 |     1.6823076923076923
 WARS PLUTO                  | Documentary   |          42.90 |     4.2900000000000000
 LORD ARIZONA                | Action        |          42.89 |     3.8990909090909091
 PRIX UNDEFEATED             | Family        |          42.89 |     3.8990909090909091
 CRANES RESERVOIR            | Sports        |          42.89 |     3.8990909090909091
 SADDLE ANTITRUST            | Comedy        |          42.86 |     3.0614285714285714
 ROOTS REMEMBER              | Classics      |          42.83 |     2.5194117647058824
 COAST RAINBOW               | Documentary   |          42.79 |     2.0376190476190476
 MOURNING PURPLE             | Sci-Fi        |          42.79 |     2.0376190476190476
 BANGER PINOCCHIO            | Music         |          42.78 |     1.9445454545454545
 EARLY HOME                  | Animation     |          41.93 |     5.9900000000000000
 HEAVENLY GUN                | Music         |          41.93 |     5.9900000000000000
 HOOSIERS BIRDCAGE           | Foreign       |          41.92 |     5.2400000000000000
 SOLDIERS EVOLUTION          | Sci-Fi        |          41.92 |     5.2400000000000000
 FEATHERS METAL              | Games         |          41.89 |     3.8081818181818182
 SPIKING ELEMENT             | Classics      |          41.87 |     3.2207692307692308
 MILE MULAN                  | Sports        |          41.87 |     3.2207692307692308
 ARMY FLINTSTONES            | Documentary   |          41.84 |     2.6150000000000000
 GROOVE FICTION              | Sports        |          41.82 |     2.3233333333333333
 SUNDANCE INVASION           | Children      |          41.81 |     2.2005263157894737
 DISCIPLE MOTHER             | Travel        |          41.81 |     2.2005263157894737
 CROOKED FROGMEN             | Children      |          41.77 |     1.8160869565217391
 PRESIDENT BANG              | Family        |          40.93 |     5.8471428571428571
 CLUE GRAIL                  | Music         |          40.93 |     5.8471428571428571
 EVE RESURRECTION            | New           |          40.93 |     5.8471428571428571
 TARZAN VIDEOTAPE            | Horror        |          40.92 |     5.1150000000000000
 FRIDA SLIPPER               | Foreign       |          40.90 |     3.7181818181818182
 BLANKET BEVERLY             | Family        |          40.88 |     3.4066666666666667
 CABIN FLASH                 | Children      |          40.85 |     2.7233333333333333
 SPLENDOR PATTON             | Children      |          40.79 |     1.9423809523809524
 JERSEY SASSY                | Children      |          39.94 |     6.6566666666666667
 TERMINATOR CLUB             | Music         |          39.94 |     6.6566666666666667
 FIRE WOLVES                 | Games         |          39.93 |     5.7042857142857143
 ELF MURDER                  | Music         |          39.93 |     5.7042857142857143
 STONE FIRE                  | Travel        |          39.89 |     3.6263636363636364
 ROBBERY BRIGHT              | Family        |          39.87 |     3.0669230769230769
 SPINAL ROCKY                | Family        |          39.87 |     3.0669230769230769
 PAJAMA JAWBREAKER           | Classics      |          39.86 |     2.8471428571428571
 TOOTSIE PILOT               | Children      |          39.85 |     2.6566666666666667
 ILLUSION AMELIE             | Foreign       |          39.85 |     2.6566666666666667
 JOON NORTHWEST              | Sports        |          39.83 |     2.3429411764705882
 ENCOUNTERS CURTAIN          | Drama         |          39.81 |     2.0952631578947368
 CONGENIALITY QUEST          | Sports        |          39.78 |     1.8081818181818182
 OUTBREAK DIVINE             | Games         |          39.77 |     1.7291304347826087
 FEUD FROGMEN                | Family        |          39.75 |     1.5900000000000000
 STORY SIDE                  | Action        |          39.72 |     1.4185714285714286
 TALENTED HOMICIDE           | Sports        |          39.71 |     1.3693103448275862
 ITALIAN AFRICAN             | Travel        |          38.94 |     6.4900000000000000
 WAGON JAWS                  | Documentary   |          38.90 |     3.8900000000000000
 BLOOD ARGONAUTS             | Family        |          38.90 |     3.8900000000000000
 DRUMLINE CYCLONE            | Travel        |          38.89 |     3.5354545454545455
 UPTOWN YOUNG                | Children      |          38.88 |     3.2400000000000000
 MIGHTY LUCK                 | Documentary   |          38.88 |     3.2400000000000000
 INDEPENDENCE HOTEL          | Documentary   |          38.81 |     2.0426315789473684
 PIANIST OUTFIELD            | New           |          38.78 |     1.8466666666666667
 WIND PHANTOM                | Games         |          38.77 |     1.6856521739130435
 CAPER MOTIONS               | Comedy        |          38.76 |     1.6150000000000000
 CURTAIN VIDEOTAPE           | Games         |          38.74 |     1.4348148148148148
 MOON BUNCH                  | Foreign       |          38.71 |     1.3348275862068966
 GRACELAND DYNAMITE          | Sports        |          37.94 |     6.3233333333333333
 VERTIGO NORTHWEST           | Comedy        |          37.92 |     4.7400000000000000
 GODFATHER DIARY             | New           |          37.92 |     4.7400000000000000
 SNATCHERS MONTEZUMA         | Classics      |          37.91 |     4.2122222222222222
 ANTITRUST TOMATOES          | Action        |          37.90 |     3.7900000000000000
 HEDWIG ALTER                | Comedy        |          37.88 |     3.1566666666666667
 ADAPTATION HOLES            | Documentary   |          37.88 |     3.1566666666666667
 INTRIGUE WORST              | Foreign       |          37.80 |     1.8900000000000000
 SHOOTIST SUPERFLY           | Drama         |          37.76 |     1.5733333333333333
 GUN BONNIE                  | Games         |          37.75 |     1.5100000000000000
 WESTWARD SEABISCUIT         | Classics      |          37.74 |     1.4515384615384615
 CONTROL ANTHEM              | Comedy        |          36.93 |     5.2757142857142857
 DOZEN LION                  | Documentary   |          36.93 |     5.2757142857142857
 MULAN MOON                  | Comedy        |          36.87 |     2.8361538461538462
 INSECTS STONE               | Animation     |          36.81 |     2.0450000000000000
 CHEAPER CLYDE               | Sci-Fi        |          36.80 |     1.8400000000000000
 VOLCANO TEXAS               | Games         |          36.78 |     1.6718181818181818
 ACADEMY DINOSAUR            | Documentary   |          36.77 |     1.5986956521739130
 PRIMARY GLASS               | Action        |          36.73 |     1.3603703703703704
 SCHOOL JACKET               | Foreign       |          35.94 |     5.9900000000000000
 FRONTIER CABIN              | New           |          35.94 |     5.9900000000000000
 BUBBLE GROSSE               | Sports        |          35.94 |     5.9900000000000000
 UNTOUCHABLES SUNRISE        | Documentary   |          35.92 |     4.4900000000000000
 HALLOWEEN NUTS              | Documentary   |          35.90 |     3.5900000000000000
 GONE TROUBLE                | Drama         |          35.90 |     3.5900000000000000
 DONNIE ALLEY                | Animation     |          35.86 |     2.5614285714285714
 LOVE SUICIDES               | Horror        |          35.80 |     1.7900000000000000
 ALAMO VIDEOTAPE             | Foreign       |          35.76 |     1.4900000000000000
 DOCTOR GRAIL                | Children      |          34.93 |     4.9900000000000000
 RESERVOIR ADAPTATION        | Foreign       |          34.90 |     3.4900000000000000
